TslName,Address,Offset,Size,Supported,JumpToNext
ns2_on_off,06 68,872,1,0,0
ns2_threshold,06 69,873,1,0,0
ns2_release,06 6A,874,1,0,0
ns2_detect,06 6B,875,1,0,4
accel_fx_type,06 70,880,1,1,0
accel_fx_s_bend_pitch,06 71,881,1,1,0
accel_fx_s_bend_rise_time,06 72,882,1,1,0
accel_fx_s_bend_fall_time,06 73,883,1,1,0
accel_fx_laser_beam_rate,06 74,884,1,1,0
accel_fx_laser_beam_depth,06 75,885,1,1,0
accel_fx_laser_beam_rise_time,06 76,886,1,1,0
accel_fx_laser_beam_fall_time,06 77,887,1,1,0
accel_fx_ring_mod_freq,06 78,888,1,1,0
accel_fx_ring_mod_rise_time,06 79,889,1,1,0
accel_fx_ring_mod_fall_time,06 7A,890,1,1,0
accel_fx_ring_mod_ring_level,06 7B,891,1,1,0
accel_fx_ring_mod_octave_level,06 7C,892,1,1,0
accel_fx_ring_mod_direct_mix,06 7D,893,1,1,0
accel_fx_twist_level,06 7E,894,1,1,0
accel_fx_twist_rise_time,06 7F,895,1,1,0
accel_fx_twist_fall_time,07 00,896,1,1,0
accel_fx_warp_level,07 01,897,1,1,0
accel_fx_warp_rise_time,07 02,898,1,1,0
accel_fx_warp_fall_time,07 03,899,1,1,0
accel_fx_feedbacker_mode,07 04,900,1,1,0
accel_fx_feedbacker_depth,07 05,901,1,1,0
accel_fx_feedbacker_rise_time,07 06,902,1,1,0
accel_fx_feedbacker_octave_rise_time,07 07,903,1,1,0
accel_fx_feedbacker_f_back_level,07 08,904,1,1,0
accel_fx_feedbacker_octave_f_back_level,07 09,905,1,1,0
accel_fx_feedbacker_vib_rate,07 0A,906,1,1,0
accel_fx_feedbacker_vib_depth,07 0B,907,1,1,3
patch_category,07 0F,911,1,1,0
patch_level,07 10,912,1,1,0
master_eq_low_gain,07 11,913,1,0,0
master_eq_mid_freq,07 12,914,1,0,0
master_eq_mid_q,07 13,915,1,0,0
master_eq_mid_gain,07 14,916,1,0,0
master_eq_high_gain,07 15,917,1,0,0
master_bpm,07 16,918,2,1,0
master_key,07 18,920,1,1,0
master_beat,07 19,921,1,1,6
fx_chain_position1,07 20,928,1,1,0
fx_chain_position2,07 21,929,1,1,0
fx_chain_position3,07 22,930,1,1,0
fx_chain_position4,07 23,931,1,1,0
fx_chain_position5,07 24,932,1,1,0
fx_chain_position6,07 25,933,1,1,0
fx_chain_position7,07 26,934,1,1,0
fx_chain_position8,07 27,935,1,1,0
fx_chain_position9,07 28,936,1,1,0
fx_chain_position10,07 29,937,1,1,0
fx_chain_position11,07 2A,938,1,1,0
fx_chain_position12,07 2B,939,1,1,0
fx_chain_position13,07 2C,940,1,1,0
fx_chain_position14,07 2D,941,1,1,0
fx_chain_position15,07 2E,942,1,1,0
fx_chain_position16,07 2F,943,1,1,0
fx_chain_position17,07 30,944,1,1,0
fx_chain_position18,07 31,945,1,1,0
fx_chain_position19,07 32,946,1,1,0
fx_chain_position20,07 33,947,1,1,12
manual_mode_bank_down,07 40,960,1,1,0
manual_mode_bank_up,07 41,961,1,1,0
manual_mode_number_pedal1,07 42,962,1,1,0
manual_mode_number_pedal2,07 43,963,1,1,0
manual_mode_number_pedal3,07 44,964,1,1,0
manual_mode_number_pedal4,07 45,965,1,1,0
manual_mode_phrase_loop,07 46,966,1,1,0
manual_mode_accel_ctrl,07 47,967,1,1,8
ctl_exp_accel_ctl_func,07 50,976,1,1,0
ctl_exp_accel_ctl_min,07 51,977,1,1,0
ctl_exp_accel_ctl_max,07 52,978,1,1,0
ctl_exp_accel_ctl_src_mode,07 53,979,1,1,12
ctl_exp_exp_sw_func,07 60,992,1,1,0
ctl_exp_exp_sw_min,07 61,993,1,1,0
ctl_exp_exp_sw_max,07 62,994,1,1,0
ctl_exp_exp_sw_src_mode,07 63,995,1,1,12
ctl_exp_sub_ctl1_func,07 70,1008,1,1,0
ctl_exp_sub_ctl1_min,07 71,1009,1,1,0
ctl_exp_sub_ctl1_max,07 72,1010,1,1,0
ctl_exp_sub_ctl1_src_mode,07 73,1011,1,1,12
ctl_exp_sub_ctl2_func,08 00,1024,1,1,0
ctl_exp_sub_ctl2_min,08 01,1025,1,1,0
ctl_exp_sub_ctl2_max,08 02,1026,1,1,0
ctl_exp_sub_ctl2_src_mode,08 03,1027,1,1,12
ctl_exp_exp_func,08 10,1040,1,1,0
ctl_exp_exp_patch_level_min,08 11,1041,1,1,0
ctl_exp_exp_patch_level_max,08 12,1042,1,1,13
ctl_exp_sub_exp_func,08 20,1056,1,1,0
ctl_exp_sub_exp_patch_level_min,08 21,1057,1,1,0
ctl_exp_sub_exp_patch_level_max,08 22,1058,1,1,13
assign1_on_off,08 30,1072,1,0,0
assign1_target,08 31,1073,2,0,0
assign1_target_min,08 33,1075,2,0,0
assign1_target_max,08 35,1077,2,0,0
assign1_source,08 37,1079,1,0,0
assign1_source_mode,08 38,1080,1,0,0
assign1_act_range_lo,08 39,1081,1,0,0
assign1_act_range_hi,08 3A,1082,1,0,0
assign1_int_pdl_trigger,08 3B,1083,1,0,0
assign1_int_pdl_time,08 3C,1084,1,0,0
assign1_int_pdl_curve,08 3D,1085,1,0,0
assign1_wave_rate,08 3E,1086,1,0,0
assign1_waveform,08 3F,1087,1,0,16
assign2_on_off,08 50,1104,1,0,0
assign2_target,08 51,1105,2,0,0
assign2_target_min,08 53,1107,2,0,0
assign2_target_max,08 55,1109,2,0,0
assign2_source,08 57,1111,1,0,0
assign2_source_mode,08 58,1112,1,0,0
assign2_act_range_lo,08 59,1113,1,0,0
assign2_act_range_hi,08 5A,1114,1,0,0
assign2_int_pdl_trigger,08 5B,1115,1,0,0
assign2_int_pdl_time,08 5C,1116,1,0,0
assign2_int_pdl_curve,08 5D,1117,1,0,0
assign2_wave_rate,08 5E,1118,1,0,0
assign2_waveform,08 5F,1119,1,0,16
assign3_on_off,08 70,1136,1,0,0
assign3_target,08 71,1137,2,0,0
assign3_target_min,08 73,1139,2,0,0
assign3_target_max,08 75,1141,2,0,0
assign3_source,08 77,1143,1,0,0
assign3_source_mode,08 78,1144,1,0,0
assign3_act_range_lo,08 79,1145,1,0,0
assign3_act_range_hi,08 7A,1146,1,0,0
assign3_int_pdl_trigger,08 7B,1147,1,0,0
assign3_int_pdl_time,08 7C,1148,1,0,0
assign3_int_pdl_curve,08 7D,1149,1,0,0
assign3_wave_rate,08 7E,1150,1,0,0
assign3_waveform,08 7F,1151,1,0,16
assign4_on_off,09 10,1168,1,0,0
assign4_target,09 11,1169,2,0,0
assign4_target_min,09 13,1171,2,0,0
assign4_target_max,09 15,1173,2,0,0
assign4_source,09 17,1175,1,0,0
assign4_source_mode,09 18,1176,1,0,0
assign4_act_range_lo,09 19,1177,1,0,0
assign4_act_range_hi,09 1A,1178,1,0,0
assign4_int_pdl_trigger,09 1B,1179,1,0,0
assign4_int_pdl_time,09 1C,1180,1,0,0
assign4_int_pdl_curve,09 1D,1181,1,0,0
assign4_wave_rate,09 1E,1182,1,0,0
assign4_waveform,09 1F,1183,1,0,16
assign5_on_off,09 30,1200,1,0,0
assign5_target,09 31,1201,2,0,0
assign5_target_min,09 33,1203,2,0,0
assign5_target_max,09 35,1205,2,0,0
assign5_source,09 37,1207,1,0,0
assign5_source_mode,09 38,1208,1,0,0
assign5_act_range_lo,09 39,1209,1,0,0
assign5_act_range_hi,09 3A,1210,1,0,0
assign5_int_pdl_trigger,09 3B,1211,1,0,0
assign5_int_pdl_time,09 3C,1212,1,0,0
assign5_int_pdl_curve,09 3D,1213,1,0,0
assign5_wave_rate,09 3E,1214,1,0,0
assign5_waveform,09 3F,1215,1,0,16
assign6_on_off,09 50,1232,1,0,0
assign6_target,09 51,1233,2,0,0
assign6_target_min,09 53,1235,2,0,0
assign6_target_max,09 55,1237,2,0,0
assign6_source,09 57,1239,1,0,0
assign6_source_mode,09 58,1240,1,0,0
assign6_act_range_lo,09 59,1241,1,0,0
assign6_act_range_hi,09 5A,1242,1,0,0
assign6_int_pdl_trigger,09 5B,1243,1,0,0
assign6_int_pdl_time,09 5C,1244,1,0,0
assign6_int_pdl_curve,09 5D,1245,1,0,0
assign6_wave_rate,09 5E,1246,1,0,0
assign6_waveform,09 5F,1247,1,0,16
assign7_on_off,09 70,1264,1,0,0
assign7_target,09 71,1265,2,0,0
assign7_target_min,09 73,1267,2,0,0
assign7_target_max,09 75,1269,2,0,0
assign7_source,09 77,1271,1,0,0
assign7_source_mode,09 78,1272,1,0,0
assign7_act_range_lo,09 79,1273,1,0,0
assign7_act_range_hi,09 7A,1274,1,0,0
assign7_int_pdl_trigger,09 7B,1275,1,0,0
assign7_int_pdl_time,09 7C,1276,1,0,0
assign7_int_pdl_curve,09 7D,1277,1,0,0
assign7_wave_rate,09 7E,1278,1,0,0
assign7_waveform,09 7F,1279,1,0,16
assign8_on_off,0A 10,1296,1,0,0
assign8_target,0A 11,1297,2,0,0
assign8_target_min,0A 13,1299,2,0,0
assign8_target_max,0A 15,1301,2,0,0
assign8_source,0A 17,1303,1,0,0
assign8_source_mode,0A 18,1304,1,0,0
assign8_act_range_lo,0A 19,1305,1,0,0
assign8_act_range_hi,0A 1A,1306,1,0,0
assign8_int_pdl_trigger,0A 1B,1307,1,0,0
assign8_int_pdl_time,0A 1C,1308,1,0,0
assign8_int_pdl_curve,0A 1D,1309,1,0,0
assign8_wave_rate,0A 1E,1310,1,0,0
assign8_waveform,0A 1F,1311,1,0,16
assign_common_input_sens,0A 30,1328,1,0,735
fx1_acsim_high,10 10,2064,1,1,0
fx1_acsim_body,10 11,2065,1,1,0
fx1_acsim_low,10 12,2066,1,1,1
fx1_acsim_level,10 14,2068,1,1,1
fx1_rotary2_balance,10 16,2070,1,1,0
fx1_rotary2_speed_sel,10 17,2071,1,1,0
fx1_rotary2_rate_slow,10 18,2072,1,1,0
fx1_rotary2_rate_fast,10 19,2073,1,1,0
fx1_rotary2_risetime,10 1A,2074,1,1,0
fx1_rotary2_falltime,10 1B,2075,1,1,0
fx1_rotary2_depth,10 1C,2076,1,1,0
fx1_rotary2_level,10 1D,2077,1,1,0
fx1_rotary2_direct_mix,10 1E,2078,1,1,0
fx2_acsim_high,10 1F,2079,1,1,0
fx2_acsim_body,10 20,2080,1,1,0
fx2_acsim_low,10 21,2081,1,1,1
fx2_acsim_level,10 23,2083,1,1,1
fx2_rotary2_balance,10 25,2085,1,1,0
fx2_rotary2_speed_sel,10 26,2086,1,1,0
fx2_rotary2_rate_slow,10 27,2087,1,1,0
fx2_rotary2_rate_fast,10 28,2088,1,1,0
fx2_rotary2_risetime,10 29,2089,1,1,0
fx2_rotary2_falltime,10 2A,2090,1,1,0
fx2_rotary2_depth,10 2B,2091,1,1,0
fx2_rotary2_level,10 2C,2092,1,1,0
fx2_rotary2_direct_mix,10 2D,2093,1,1,1
prm_fx2_teraecho_mode,10 2F,2095,1,1,0
prm_fx2_teraecho_time,10 30,2096,1,1,0
prm_fx2_teraecho_feedback,10 31,2097,1,1,0
prm_fx2_teraecho_tone,10 32,2098,1,1,0
prm_fx2_teraecho_effect_level,10 33,2099,1,1,0
prm_fx2_teraecho_hold,10 34,2100,1,1,0
prm_fx2_teraecho_direct_mix,10 35,2101,1,1,0
prm_fx2_overtone_detune,10 36,2102,1,1,0
prm_fx2_overtone_tone,10 37,2103,1,1,0
prm_fx2_overtone_upper_level,10 38,2104,1,1,0
prm_fx2_overtone_lower_level,10 39,2105,1,1,0
prm_fx2_overtone_direct_level,10 3A,2106,1,1,197
chain_ptn,12 00,2304,1,1,0
fxbox_asgn_fx1a_g,12 01,2305,1,1,0
fxbox_asgn_fx1a_r,12 02,2306,1,1,0
fxbox_asgn_fx1a_y,12 03,2307,1,1,0
fxbox_asgn_fx1b_g,12 04,2308,1,1,0
fxbox_asgn_fx1b_r,12 05,2309,1,1,0
fxbox_asgn_fx1b_y,12 06,2310,1,1,0
fxbox_asgn_fx2a_g,12 07,2311,1,1,0
fxbox_asgn_fx2a_r,12 08,2312,1,1,0
fxbox_asgn_fx2a_y,12 09,2313,1,1,0
fxbox_asgn_fx2b_g,12 0A,2314,1,1,0
fxbox_asgn_fx2b_r,12 0B,2315,1,1,0
fxbox_asgn_fx2b_y,12 0C,2316,1,1,0
fxbox_asgn_fx3_g,12 0D,2317,1,1,0
fxbox_asgn_fx3_r,12 0E,2318,1,1,0
fxbox_asgn_fx3_y,12 0F,2319,1,1,0
fxbox_sel_fx1a,12 10,2320,1,1,0
fxbox_sel_fx1b,12 11,2321,1,1,0
fxbox_sel_fx2a,12 12,2322,1,1,0
fxbox_sel_fx2b,12 13,2323,1,1,0
fxbox_sel_fx3,12 14,2324,1,1,0
fx_active_ab_fx1,12 15,2325,1,1,0
fx_active_ab_fx2,12 16,2326,1,1,0
